PRODUCT_NAME,BARCODE_NUMBER,MRP_PRICE,PRODUCT_IMAGE_LINK
"Badshah Punjabi Chhole Masala Powder, 100g",8901774002141,56.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8901774002141.jpg
"Badshah Rajwadi Garam Masala Powder, 100g",8901774002059,74.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8901774002059.jpg
"Badshah Tandoori Chicken Masala Powder, 100g",8901774002080,65.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8901774002080.jpg
"Sundrop Healthy World Sunflower Oil, 1L",8901512551306,140.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8901512551306.png
"Shri Jain Udyog Papad Bhandar Moong Sada Papad,500g",8906020902015,110.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/m/o/moong-papad.jpg
"Jain Bikaneri Papad, 200g",,36.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/b/i/bikaner-papad-1.png
"Badshah Afgani Hing, 50g",8901774001892,50.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8901774001892.jpg
"Aashirvaad Chilli Powder, 500g",8901725125172,120.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8901725125172.jpg
"Aashirvaad Turmeric Powder, 100g",8901725125349,20.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8901725125349.jpg
"Lijjat Punjabi Masala Special Papad, 200g",8901441017010,65.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8901441017010.jpg
"Lijjat Udad Papad, 200g",8901441011018,50.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8901441011018_2.jpg
"DLS Bhujia Sev Original 1 kg,",8906020903814,201.50,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8906020903814.jpg
Annapurna Farm Fresh Atta 1 kg.,8901030405662,49.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8901030405662.jpg
Annapurna Farm Fresh Atta 5 kgs.,8901030405686,240.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8901030405686.jpg
Aashirvaad Chilli Powder Red & Hot 100 g,8901725125141,26.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8901725125141.jpg
Lijjat Punjabi Masala Special Papad 250 gm.,8901441017027,81.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8901441017027.jpeg
Priya Rice Rich Rice Bran Oil 1lt.,8904246960055,142.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8904246960055.png
Lion Brand Double Filtered Groundnut Oil 5lt. Can,8908003198095,825.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8908003198095.jpg
Lion Brand Double Filtered Groundnut Oil 1 lt.,8908003198101,162.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8908003198095_1.jpg
Saffola Gold Blended Edible Vegetable Oil 1 lt.,8901088017381,156.75,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8901088017381.jpg
Saffola Gold Blended Edible Vegetable Oil 5 lts Can.,8901088017411,820.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8901088017411.jpg
Gold Winner Refined Sunflower Oil 5 lts. Can,8906010261139,700.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8906010261139.jpg
Gold Winner Refined Sunflower Oil 1lt.,8906010261078,152.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8906010261078.jpg
Nutrela Soya Granules  200 gm.,8906032010999,42.75,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8906032010999.jpg
Nutrela Soya Chunks 200 gm.,8906032016571,42.75,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8906032016571.jpg
Swastiks Lime Pickle 300 gm.,8904103030358,42.75,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8904103030358.jpg
Swastiks Tomato Pickle 300 gm.,8904103030501,42.75,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8904103030501.jpg
Aachi Ginger Garlic Paste 300 gm.,8906021125949,67.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8906021125949.jpg
MTR SAMBAR POWDER 100 g,8901042954721,50.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8901042954721.jpg
MTR RASAM POWDER 100 g,8901042954745,50.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8901042954745.jpg
Badshah Kasuri Methi 100 g,8901774002288,76.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8901774002288.jpg
Anjeer / Fig,,250.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/a/n/anjeer_1.jpg
Walnuts / Akrot,,120.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/w/a/walnuts_2.jpg
Salted Pista,,60.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/s/a/saltedpista1_1.jpg
Green Pista,,100.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/g/r/greenpista.jpg
Black Raisins / Black Currant,,25.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/b/l/blackraisin.jpg
Dry Dates / Yendi Kharjuram,,22.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/d/r/drydates.jpg
Cashew Whole Jumbo,,42.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/c/a/cashew_whole_meidum_3.jpg
Cashew Split,,35.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/c/a/cashew_spilt_1_2.jpg
Toor Dal / Kandipappu,,26.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/t/o/toor_dal_2.png
Almonds / Badam Pappu,,80.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/a/m/american-almonds-500x500.jpg
"Fresh Gola, 1N (1 Piece)",,30.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/g/o/gola.jpg
"Dry Coconut, 1Kg",,180.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/d/r/dry-coconut.jpg
Aachi Mango Avakkai Pickle 300g + 75g Extra Bottle,8906021122054,59.50,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8906021122054.jpg
"CFP Pravin Mango Pickle, 500g Pouch",8903241110045,71.25,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8903241110045.jpg
CFP Pravin Mixed Pickle 200g Pouch,8903241110090,38.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8903241110090.jpg
CFP Pravin Mango Pickle 200g Tin,8903241110793,42.75,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8903241110793.jpg
"CFP Pravin Mango Pickle, 1Kg Pouch",8903241110069,123.50,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8903241110069.jpg
DLS Ker Sangri Pickel 200 g Pouch,8906020903555,72.20,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8906020903555.jpg
DLS Ker Pickel 200 g Pouch,8906020903456,64.60,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8906020903456.jpg
DLS Gunda Pickel 200 g pouch,8906020903654,53.20,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8906020903654.jpg
DLS Marwadi Lal Athana Mirchi 400 g Pouch,8906020903340,100.70,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8906020903340.jpg
DLS Marwadi Green Athana Mirchi 400 g Pouch,8906020903241,76.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8906020903241.jpg
Swastiks Ginger Pickle 1 kg Jar,8904103030556,111.60,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8904103030556.jpg
"CFP Pravin Mango Pickle, 1Kg Jar",8903241110076,152.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8903241110076.jpeg
Tata Iodised Crystal Salt 1 kg,8904043901350,15.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8904043901350.jpg
Fortune Besan Flour (Chanaga Pindi) 500 g,8906007285018,45.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8906007285018.jpg
Fortune Chakki Fresh Atta 1 kg,8906007289139,45.60,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8906007289139.jpg
Priya Cut Mango Pickle Without Garlic 300 g,8904246910111,87.30,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8904246910111.jpeg
Priya Mango Thokku  With Garlic 300 g,8904246910371,87.30,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8904246910371.jpg
Priya Tomato Pickle With Out Garlic 300 g,8904246910470,87.30,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8904246910470.jpg
Priya Gongura Pickle With Out Garlic 300 g,8904246910180,87.30,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8904246910180_1.jpg
Priya Mango Pickle (Avakaya) With Garlic 300 g,8904246910333,87.30,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8904246910333.jpg
Swastiks Gongura Pickle With Garlic 300 g,8904103030563,45.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8904103030563.jpg
Maggi Fusian Hong Kong Noodles Spicy Garlic Noodles 73 g,8901058864090,19.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8901058864090.jpg
Fortune Refined Sunflower Oil 1 lt,8906007280242,147.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8906007280242.jpg
"Fortune Sun Lite Refined Sunflower Oil, 5 Lts Can",8906007280280,750.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8906007280280.jpg
"Aashirvaad Atta Multigrains, 1Kg",8901725121648,56.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8901725121648.jpg
"Baby Brand Saffron, 1g",,175.00,https://www.kiranamarket.com/pub/static/frontend/Smartwave/porto_child/en_US/Magento_Catalog/images/product/placeholder/thumbnail.jpg
"Baby Brand Saffron, 500mg (0.5g)",,90.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/89002292_1.jpg
Baby Brand Saffron Single Use Pack (50mg*10),,150.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/89004333.jpg
"Lion Qyno Seedless Dates, 200g",8906006720039,55.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8906006720039.jpg
"Solasz Pure Olive Oil, 500ml",8906061240176,447.50,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8906061240176.jpg
"Solasz Pomace Olive Oil, 250ml",8906061240107,185.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8906061240107_1.jpg
"Solasz Pure Olive Oil, 100ml",8906061240251,110.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8906061240251.jpg
"Solasz Pomace Olive Oil, 5lts Can",8906061240091,"1,920.00",https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/5/_/5_lts.jpg
"Godavari Karepaku Karapodi (Curry Leaves), 100g",8924405909664,28.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8924405909664.jpg
"Godavari Kandi Karapodi, 100 g",8924405909688,28.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8924405909688.jpg
"MTR Seviyan Vermicelli, 850g",8901042970035,76.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8901042970035.jpg
"FIGARO Olive Oil, 200ml",8410125600467,249.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/4/8410125600467.jpg
"Suhana Panner Butter Masala Mix, 50g",8901662031017,36.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8901662031017.jpg
"Suhana Veg Biryani Mix, 50g",8901662031031,36.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8901662031031.jpg
"Suhana Panner Makhanwala Mix, 50g",8901662024552,36.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8901662024552.jpg
"Suhana Palak Paneer Mix, 50g",8901662029199,36.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8901662029199.jpg
"Suhana Shahi Paneer Mix, 50g",8901662024606,36.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8901662024606.jpg
"Godavari Fried Gram Dal Powder, 100g",8924405909763,32.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8924405909763.jpg
"Godavari Idli Karapodi, 100g",8924405909671,28.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8924405909671.jpg
"Godavari Coconut Spicy Powder, 100g",8924405909718,28.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/g/o/godavari_1.jpg
"Godavari Roasted Fleex Seeds, 100g",8924405909787,28.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/g/o/godavari2.jpg
"Gits Pure Cow Ghee, 100ml",8901155501133,75.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8901155501133.jpg
"Gits Pure Cow Ghee, 500ml Jar",8901155501331,250.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8901155501133_1.jpg
"Gits Pure Cow Ghee, 1lt Jar",8901155501430,460.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8901155501133_2.jpg
Sundrop Superlite Advanced 1 lt Pack Of 2 (Saver Pack),8901512103505,345.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8901512103505.jpg
Figaro Spanish Olive Oil 1lt Tin,8410125609477,799.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/4/8410125609477.jpg
"Figaro Spanish Olive Oil, 100ml",8410125245170,134.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/4/8410125245170.jpg
"CPF Pravin Lime Pickle, 200g Pouch",8903241110168,45.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8903241110168.jpg
"CFP Pravin Mixed Pickel, 500g Pouch",8903241110113,81.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8903241110113.jpg
"Yerra Nooka, 1kg",,140.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/d/o/download.jpg
"Yerra Nooka, 500g",,70.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/d/o/download_1.jpg
"Priya Lime Pickle With Garlic, 300g",8904246910524,88.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8904246910524.jpg
"Mtr Special Garam Masala Powder, 50g",8901042964294,47.50,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8901042964294.jpg
"MTR Puliogare Powder, 30g",8901042969589,9.75,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8901042969589.jpg
"Priya Gongura Pickle With Garlic, 300g",8904246910197,86.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8904246910197.jpg
"White Jonnalu, Jawar 1kg",,42.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/w/h/white_jowar_1.jpg
"Amul Cow Ghee High Aroma, 500ml",8901262030670,252.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8901262030670.jpg
"Amul Cow Ghee High Aroma, 200ml",8901262030663,110.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8901262030670_1.jpg
"MDH Dal Makhani Masala, 100g",8902167001017,54.90,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/w/e/webp.net-resizeimage_4_.jpg
"MDH Pav Bhaji Masala, 100g",8902167000256,58.50,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8902167000256_1.jpg
"MDH T-Plus Masala, 25g",8902167000294,41.40,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8902167000294_1.jpg
"MDH Deggi Mirch (Chilli Powder), 100g",8902167000034,61.20,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8902167000034_1.jpg
"MDH Kitchen King Masala, 100g",8902167000102,63.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8902167000102.jpg
"MDH Chunky Chat Masala, 100g",8902167000065,58.50,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/c/h/chunky_chat_1.jpg
"MDH Curry Powder, 100g",8902167000263,54.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8902167000263_1.jpg
"MDH Kashmiri Mirchi (Chilli Powder), 100g",8902167000058,61.20,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8902167000058.jpg
"MDH Kasoori Methi, 100g",8902167009938,75.60,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8902167009938_1_.png
"MDH Shahi Paneer Masala, 100g",8902167001048,72.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8902167001048.jpg
"MDH Rajmah Masala (Rajma masala), 100g",8902167000454,58.50,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8902167000454_1.jpg
"MDH Chana Masala, 100g",8902167000089,58.50,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8902167000089_1.jpg
"MDH Pani Puri Masala, 100g",8902167000409,49.50,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8902167000409.jpg
"MDH Garam Masala, 100g",8902167000126,70.20,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8902167000126.jpg
"MDH Jal Jeera Masala , 100g",8902167000010,49.50,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8902167000010.jpg
Makki Ka Daliya (Makki Ro Baat) 500g,,30.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/m/a/makki_2.jpg
"Bajri ka Atta (Bajri Atta), 500g",,24.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/b/a/bajri_atta.jpg
"Bajri ka Daliya (Cracked Pearl Millet), 500g",,30.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/u/n/untitled-1_1.jpg
"Makki / Mokka Jonna, 500g",,18.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/u/n/untitled-2.jpg
"Makki ka Atta (Mokka Jonna Pindi), 500g",,24.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/y/e/yellow-corn-powder-500x500.jpg
"Jowar (jwar)/ jonnalu, 500g",,24.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/w/h/whatsapp_image_2020-11-25_at_6.20.55_pm.jpeg
"Golden Crown PANKO Bread Crumbs, 1Kg",8903071005290,243.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/b/r/bread_crumbs.jpg
"Sesame Seed/Nuvvu Ginjalu (thill), 500g",,80.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/5/0/506-586025873.jpg
"Sesame Seed/Nuvvu Ginjalu (thill), 1kg",,160.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/5/0/506-586025873_1.jpg
"Anand Aava Pindi / Mustard Powder, 500g",8906055820230,60.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/r/a/rai-powder-250x250.png
"Swastiks Mango Thokku Pickle, 1Kg Jar",8904103030204,130.50,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8904103030204.jpg
"Swastiks Amla Pickle , 500g",8904103030921,76.50,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8904103030921_1.jpg
"Swastiks Lime Pickle , 1Kg Jar",8904103030297,99.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/l/i/lime-pickle-swastiks-400gm_1.jpg
"Swastiks Tomato Pickle , 1Kg Jar",8904103030518,130.50,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/s/w/swastik-tomato-pickle_1.jpg
"Swastiks Mango Pickle (Avakaya), 1Kg Jar",8904103030235,130.50,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/6/1/612wettme-l._sx342_.jpg
"Swastiks Mango Pickle (avakaya), 500g Jar",8904103030723,76.50,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/6/1/612wettme-l._sx342__1.jpg
"Swastiks Lime Pickle, 500g Jar",8904103030693,67.50,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/l/i/lime-pickle-swastiks-400gm.jpg
"Swastiks Tomato Pickle, 500g",8904103030709,76.50,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/s/w/swastik-tomato-pickle_1_1.jpg
"Snapin Chilli Flakes, 35g",8906033530021,58.50,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8906033530021.jpg
"Snapin Pasta Mix, 25g",8906033530069,71.10,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8906033530069.jpg
"Snapin Pizza Mix, 45g",8906033530083,71.10,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8906033530083.jpg
"Snapin Oregano, 20g",8906033530045,71.10,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8906033530045.jpg
"Snapin Piri Piri Mix, 50g",8906033530816,71.10,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8906033530816.jpg
"Snapin Mixed Herbs, 20g",8906033530038,71.10,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/8/9/8906033530038.jpg
"Homemade Wheat flour (Atta), 1Kg",,44.00,https://www.kiranamarket.com/pub/media/catalog/product/cache/8c57341a38dc5cfb4ae0966e4e268371/w/h/wheat-flour.jpg
